id,area,component,kind,label,handlers,disabled,visibilityConditions,title,helpId,testPointers,evidence,reviewFlags
"src/ui/app/AutosaveRecoveryBanner.tsx:11:9","app","AutosaveRecoveryBanner","button-component-call","Restore","{""onClick"":""offer.restore""}","null","[]","null","null","[""src/ui/app/AutosaveRecoveryBanner.test.tsx""]","source-inventory-only","[]"
"src/ui/app/AutosaveRecoveryBanner.tsx:14:9","app","AutosaveRecoveryBanner","button-component-call","Hide","{""onClick"":""offer.hide""}","null","[]","Hide this reminder and keep the autosave","null","[""src/ui/app/AutosaveRecoveryBanner.test.tsx""]","source-inventory-only","[]"
"src/ui/app/DesktopCloseNotice.tsx:16:9","app","DesktopCloseNotice","button-component-call","Keep app open","{""onClick"":""desktopCloseController.keepOpen""}","null","[]","null","null","[""src/ui/app/DesktopCloseNotice.test.tsx""]","source-inventory-only","[]"
"src/ui/app/DesktopCloseNotice.tsx:18:11","app","DesktopCloseNotice","button-component-call","Retry Abort","{""onClick"":""desktopCloseController.retryStop""}","null","[""notice.kind === 'failed'""]","null","null","[""src/ui/app/DesktopCloseNotice.test.tsx""]","source-inventory-only","[]"
"src/ui/app/DesktopCloseNotice.tsx:21:11","app","DesktopCloseNotice","button-component-call","Acknowledge warning and close","{""onClick"":""() => desktopCloseController.acknowledgeWarning(notice)""}","null","[""notice.kind === 'unconfirmed'""]","null","null","[""src/ui/app/DesktopCloseNotice.test.tsx""]","source-inventory-only","[]"
"src/ui/app/ExternalGcodePreviewBanner.tsx:14:7","app","ExternalGcodePreviewBanner","button-component-call","Show project toolpath","{""onClick"":""close""}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/app/GcodeSaveDialog.tsx:58:9","app","GcodeSaveDialog","button-component-call","Cancel","{""onClick"":""props.onClose""}","null","[]","null","null","[""src/ui/app/GcodeSaveDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/app/GcodeSaveDialog.tsx:59:9","app","GcodeSaveDialog","button-component-call","Choose destination…","{""onClick"":""save""}","preparation.kind === 'preparing' || preparation.kind === 'failed'","[]","null","null","[""src/ui/app/GcodeSaveDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/app/ProjectBedReconciliationBanner.tsx:23:9","app","ProjectBedReconciliationBanner","button-component-call","Use project machine","{""onClick"":""accept""}","null","[]","null","null","[""src/ui/app/ProjectBedReconciliationBanner.test.tsx""]","source-inventory-only","[]"
"src/ui/app/ProjectBedReconciliationBanner.tsx:26:9","app","ProjectBedReconciliationBanner","button-component-call","Keep current machine","{""onClick"":""keepCurrent""}","null","[]","null","null","[""src/ui/app/ProjectBedReconciliationBanner.test.tsx""]","source-inventory-only","[]"
"src/ui/app/WorkspaceSidePanels.tsx:45:9","app","WorkspaceSidePanels","semantic-control","{active === 'layers' ? <CutsLayersPanel /> : <LaserWindow dockedJobActions />}","{}","null","[]","null","null","[""src/ui/app/WorkspaceSidePanels.test.tsx"",""src/ui/app/workspace-chrome-shortcuts.test.tsx""]","source-inventory-only","[]"
"src/ui/app/WorkspaceSidePanels.tsx:104:5","app","CompactPanelTabs","semantic-control","Side panel","{}","null","[]","null","null","[""src/ui/app/WorkspaceSidePanels.test.tsx"",""src/ui/app/workspace-chrome-shortcuts.test.tsx""]","source-inventory-only","[]"
"src/ui/app/WorkspaceSidePanels.tsx:190:5","app","PanelTab","native-button","props.label","{""onClick"":""props.onSelect"",""onKeyDown"":""moveTabFocus""}","null","[]","`Show ${props.label} panel`","null","[""src/ui/app/WorkspaceSidePanels.test.tsx"",""src/ui/app/workspace-chrome-shortcuts.test.tsx""]","source-inventory-only","[]"
"src/ui/app/WorkspaceSidePanels.tsx:216:5","app","PanelToggle","native-button","{props.label}","{""onClick"":""props.onToggle""}","null","[]","`${props.expanded ? 'Hide' : 'Show'} ${props.label} panel`","null","[""src/ui/app/WorkspaceSidePanels.test.tsx"",""src/ui/app/workspace-chrome-shortcuts.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxFitTestDialog.tsx:115:9","box","BoxFitTestDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/box/BoxFitTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxFitTestDialog.tsx:116:9","box","BoxFitTestDialog","button-component-call","Generate","{}","result.kind !== 'generated'","[]","null","null","[""src/ui/box/BoxFitTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxGenerationStatus.tsx:21:7","box","action","button-component-call","Cancel preview generation","{""onClick"":""props.onCancel""}","null","[""props.state.kind === 'pending'""]","null","null","[""src/ui/box/BoxGenerationStatus.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxGenerationStatus.tsx:23:7","box","action","button-component-call","Retry preview generation","{""onClick"":""props.onRetry""}","null","[""props.state.kind === 'failed' || props.state.kind === 'cancelled'"",""not props.state.kind === 'pending'""]","null","null","[""src/ui/box/BoxGenerationStatus.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxGeneratorDialog.tsx:87:9","box","BoxGeneratorDialog","button-component-call","Cancel","{""onClick"":""handleCancel""}","null","[]","null","null","[""src/ui/box/BoxGeneratorDialog.persistence.test.tsx"",""src/ui/box/BoxGeneratorDialog.test.tsx"",""src/ui/box/BoxGeneratorDialog.worker.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxGeneratorDialog.tsx:88:9","box","BoxGeneratorDialog","button-component-call","Generate","{}","generation.currentSnapshot === null","[]","null","null","[""src/ui/box/BoxGeneratorDialog.persistence.test.tsx"",""src/ui/box/BoxGeneratorDialog.test.tsx"",""src/ui/box/BoxGeneratorDialog.worker.test.tsx""]","source-inventory-only","[]"
"src/ui/box/BoxGeneratorPreview.tsx:18:9","box","BoxGeneratorPreview","button-component-call","Flat","{""onClick"":""() => props.onSelectView('flat')""}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/box/BoxGeneratorPreview.tsx:21:9","box","BoxGeneratorPreview","button-component-call","Assembled","{""onClick"":""() => props.onSelectView('assembled')""}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/calibration/IntervalTestDialog.tsx:90:9","calibration","IntervalTestDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/calibration/CalibrationDrafts.validation.test.tsx"",""src/ui/calibration/IntervalTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/calibration/IntervalTestDialog.tsx:91:9","calibration","IntervalTestDialog","button-component-call","Generate","{}","issues.length > 0","[]","null","null","[""src/ui/calibration/CalibrationDrafts.validation.test.tsx"",""src/ui/calibration/IntervalTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/calibration/MaterialTestDialog.tsx:97:9","calibration","MaterialTestDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/calibration/CalibrationDrafts.validation.test.tsx"",""src/ui/calibration/MaterialTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/calibration/MaterialTestDialog.tsx:98:9","calibration","MaterialTestDialog","button-component-call","Generate","{}","issues.length > 0","[]","null","null","[""src/ui/calibration/CalibrationDrafts.validation.test.tsx"",""src/ui/calibration/MaterialTestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/calibration/ScanOffsetCalibrationDialog.tsx:92:9","calibration","ScanOffsetCalibrationDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/calibration/ScanOffsetCalibrationDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/calibration/ScanOffsetCalibrationDialog.tsx:93:9","calibration","ScanOffsetCalibrationDialog","button-component-call","{mode === 'baseline' ? 'Generate uncorrected baseline' : 'Generate verification coupon'}","{}","null","[]","null","null","[""src/ui/calibration/ScanOffsetCalibrationDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/AutoAlignControls.tsx:24:7","camera","AutoAlignControls","native-button","Align to bed…","{""onClick"":""openWizard""}","!available","[]","alignmentButtonTitle(featureEnabled)","null","[""src/ui/camera/AutoAlignControls.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:104:11","camera","NetworkCameraView","button-component-call","","{}","null","[]","null","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:110:11","camera","NetworkCameraView","native-button","Re-align","{""onClick"":""resetAlignment""}","null","[]","Re-run the 4-point bed alignment.","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:125:7","camera","NetworkCameraView","other-interactive","","{""onClick"":""handleClick""}","null","[]","null","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[""nonsemantic-click-target-review""]"
"src/ui/camera/NetworkCameraView.tsx:166:5","camera","SaveAlignmentButton","native-button","{isCurrent ? 'Saved to device' : 'Save & show on canvas'}","{""onClick"":""() => updateDeviceProfile({ cameraAlignment: { homography: props.homography, frameWidth: props.natural.width, frameHeight: props.natural.height, basis: 'raw', alignedAt: Date.now(), // Manual four-corner alignment targets the bare machine bed. Use // the calibrated marker wizard for non-zero surface compensation. planeHeightMm: 0, capture: cameraCaptureBindingForFrame( machineJpegSource(props.cameraUrl, props.queryFingerprint), props.natural.width, props.natural.height, ), }, })""}","isCurrent","[]","Save this alignment to the device and show the camera on the workspace canvas.","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:230:9","camera","AlignmentControls","native-button","Cancel","{""onClick"":""props.onReset""}","null","[]","Cancel bed alignment and discard the corners clicked so far.","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:245:9","camera","AlignmentControls","native-button","Align to bed","{""onClick"":""props.onBegin""}","null","[]","Try bed alignment again: click each bed corner in the camera view.","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/NetworkCameraView.tsx:257:5","camera","AlignmentControls","native-button","Align to bed","{""onClick"":""props.onBegin""}","null","[]","Start the 4-point bed alignment: click each bed corner in the camera view.","null","[""src/ui/camera/NetworkCameraView.test.ts""]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:65:7","camera","OverlayActionRow","native-button","{props.visible ? 'Overlay on' : 'Overlay off'}","{""onClick"":""props.placement.toggleOverlay""}","null","[]","Show or hide the aligned camera image on the workspace canvas.","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:74:7","camera","OverlayActionRow","native-button","Update still","{""onClick"":""() => void props.placement.updateStill()""}","!props.sourceLive","[]","Freeze the current camera frame as the workspace overlay.","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:83:7","camera","OverlayActionRow","native-button","Live","{""onClick"":""props.placement.useLive""}","!props.hasStill || !props.liveOverlayAvailable","[]","Use the continuous live video as the workspace overlay (USB cameras).","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:92:7","camera","OverlayActionRow","button-component-call","","{}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:93:33","camera","OverlayActionRow","button-component-call","","{}","null","[""props.placement.active""]","null","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:160:5","camera","ExitPlacementButton","native-button","Exit camera placement","{""onClick"":""props.onExit""}","null","[]","Leave camera placement mode. Start-from remains under operator control, and the completed Frame verifies exact motion.","null","[]","source-inventory-only","[]"
"src/ui/camera/OverlayControls.tsx:179:9","camera","CameraPlacementStatus","native-button","Confirm bed coordinates","{""onClick"":""placement.confirmPosition""}","null","[""!placement.homingEnabled && !placement.positionTrusted""]","Confirm only after checking that the controller coordinate origin still matches the physical bed used for camera alignment. This confirmation expires after reconnect, reset, alarm, sleep, or homing.","null","[]","source-inventory-only","[]"
"src/ui/camera/TraceFromCameraButton.tsx:74:5","camera","TraceFromCameraButton","native-button","Trace from camera","{""onClick"":""() => void traceFromCamera()""}","sourceState.kind !== 'live'","[]","Capture the bed, flatten it top-down, and trace it — vectors land at the object's true position.","null","[]","source-inventory-only","[]"
"src/ui/camera/align-wizard/AlignWizardDetectStep.tsx:25:9","camera","DetectStep","native-button","{props.status.kind === 'running' ? 'Detecting…' : 'Detect markers'}","{""onClick"":""() => void detectCameraAlignment()""}","sourceState.kind !== 'live' || props.status.kind === 'running'","[]","Capture a frame, find the five burned markers, and solve the camera-to-bed alignment.","null","[]","source-inventory-only","[]"
"src/ui/camera/align-wizard/AlignWizardDetectStep.tsx:63:9","camera","DoneStep","native-button","Done","{""onClick"":""closeWizard""}","null","[]","Close the alignment wizard.","null","[]","source-inventory-only","[]"
"src/ui/camera/align-wizard/AlignWizardSteps.tsx:41:9","camera","SetupStep","native-button","Burn markers","{""onClick"":""() => void burn()""}","!connected","[]","Burn a temporary marker job without changing the project (normal preflight + confirmation).","null","[""src/ui/camera/align-wizard/AlignWizardSteps.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/align-wizard/AlignWizardSteps.tsx:50:9","camera","SetupStep","native-button","Markers already burned","{""onClick"":""() => setStep({ kind: 'detect', status: { kind: 'idle' } })""}","null","[]","The marker pattern is already burned on the bed — skip to detection.","null","[""src/ui/camera/align-wizard/AlignWizardSteps.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/align-wizard/AlignWizardSteps.tsx:174:9","camera","ClearBedStep","native-button","Bed is clear — detect","{""onClick"":""() => setStep({ kind: 'detect', status: { kind: 'idle' } })""}","null","[]","The bed shows only the burned markers — continue to detection.","null","[""src/ui/camera/align-wizard/AlignWizardSteps.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/panel/CameraDiagnostics.tsx:50:7","camera","CameraDiagnostics","disclosure","Diagnostics","{}","null","[]","Self-check: bridge liveness, ffmpeg, active source, and a pixel-readability capture test.","null","[""src/ui/camera/panel/CameraDiagnostics.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/panel/CameraDiagnostics.tsx:67:11","camera","CameraDiagnostics","native-button","Test capture","{""onClick"":""() => void testCapture()""}","sourceState.kind !== 'live'","[]","Grab one frame from the active source and verify its pixels are readable.","null","[""src/ui/camera/panel/CameraDiagnostics.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/panel/CameraPanel.tsx:56:9","camera","CameraPanelOpen","button-component-call","Camera","{}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/CameraPanel.tsx:57:9","camera","CameraPanelOpen","native-button","Close camera panel","{""onClick"":""close""}","null","[]","Close the camera panel.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/MachineCameraSection.tsx:22:9","camera","MachineCameraSection","native-button","{state.kind === 'detecting' ? 'Detecting…' : 'Detect machine camera'}","{""onClick"":""props.onDetect""}","state.kind === 'detecting'","[]","Detect the camera on the connected laser machine.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/MachineCameraSection.tsx:32:11","camera","MachineCameraSection","native-button","{machineActive ? 'In use' : 'Use this camera'}","{""onClick"":""activateMachineCamera""}","machineActive","[""state.kind === 'found'""]","Use the machine camera for calibration, alignment, overlay, and trace.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/RtspSourceControls.tsx:45:7","camera","RtspSourceControls","disclosure","RTSP camera…","{}","null","[]","Connect a machine camera that streams RTSP through the local bridge.","null","[""src/ui/camera/panel/RtspSourceControls.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/panel/RtspSourceControls.tsx:65:9","camera","RtspSourceControls","native-button","{rtspButtonLabel(control)}","{""onClick"":""rtspSource === null ? connect : stopSource""}","rtspSource === null && (url.trim() === '' || rtspStarting)","[]","rtspSource === null ? 'Probe the RTSP camera through the local bridge and use it as the camera source.' : 'Stop the RTSP camera preview.'","null","[""src/ui/camera/panel/RtspSourceControls.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/panel/SnapshotControls.tsx:29:7","camera","SnapshotControls","native-button","Save snapshot…","{""onClick"":""() => void save()""}","sourceState.kind !== 'live'","[]","Save the current camera frame as a PNG file.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/SnapshotControls.tsx:38:7","camera","SnapshotControls","native-button","{props.wide ? 'Compact view' : 'Larger view'}","{""onClick"":""props.onToggleWide""}","null","[]","Toggle a larger camera panel for monitoring a running job.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/UsbCameraSection.tsx:62:11","camera","UsbCameraSection","native-button","Stop camera","{""onClick"":""stopSource""}","null","[""usbLive""]","Stop the live camera feed.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/UsbCameraSection.tsx:71:11","camera","UsbCameraSection","native-button","{usbStarting ? 'Starting…' : 'Start USB camera'}","{""onClick"":""() => void startUsbSource(camera)""}","usbStarting","[""not usbLive""]","Start the live USB camera feed.","null","[]","source-inventory-only","[]"
"src/ui/camera/panel/UsbCameraSection.tsx:81:9","camera","UsbCameraSection","native-button","Calibrate lens…","{""onClick"":""openWizard""}","sourceState.kind !== 'live'","[]","Calibrate the camera lens: print a checkerboard, capture poses, and de-fisheye the feed.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/BoardActions.tsx:44:7","camera","BoardActions","button-component-call","Print checkerboard…","{""onClick"":""printBoard""}","null","[]","Print a true-scale checkerboard (with a 100 mm verification bar) matching the numbers below.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/BoardActions.tsx:51:7","camera","BoardActions","button-component-call","Save…","{""onClick"":""() => void saveBoard()""}","null","[]","Save the checkerboard as an SVG to print later.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CameraWizardFrame.tsx:24:9","camera","header","button-component-call","Camera calibration","{}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CameraWizardFrame.tsx:25:9","camera","header","native-button","{props.minimized ? 'Expand' : 'Minimize'}","{""onClick"":""props.onToggleMinimize""}","null","[]","props.minimized ? 'Expand the wizard back to full size.' : 'Minimize — keep the camera visible and reach the machine while you work.'","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CameraWizardFrame.tsx:37:9","camera","header","native-button","`Close ${props.title}`","{""onClick"":""props.onExit""}","null","[]","Close the wizard.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CaptureStep.tsx:125:7","camera","CaptureControls","button-component-call","Auto-capture","{""onClick"":""() => setAutoCapture(!autoCapture)""}","null","[]","Automatically capture whenever a new board pose is held steady.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CaptureStep.tsx:132:7","camera","CaptureControls","button-component-call","Capture now","{""onClick"":""() => { const frame = props.element === null ? null : captureElementFrame(props.element, 1); if (frame !== null) { addCaptureFrame( frame, cameraCaptureBindingForFrame(props.source, frame.width, frame.height), ); } }""}","!props.detectionLocked || props.element === null","[]","Capture the current board pose now.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CaptureStep.tsx:147:7","camera","CaptureControls","button-component-call","Reset","{""onClick"":""resetSession""}","session.captures.length === 0","[]","Discard all captures and start over.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/CaptureStep.tsx:155:7","camera","CaptureControls","button-component-call","Solve calibration","{""onClick"":""beginSolve""}","!canSolve(session)","[]","Solve the lens model from the captured poses.","null","[]","source-inventory-only","[]"
"src/ui/camera/wizard/ReviewStep.tsx:47:9","camera","FailedView","button-component-call","Back to capture","{""onClick"":""resetSession""}","null","[]","null","null","[""src/ui/camera/wizard/ReviewStep.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/wizard/ReviewStep.tsx:101:9","camera","SolvedView","button-component-call","Original","{""onClick"":""() => setAbMode('raw')""}","null","[]","null","null","[""src/ui/camera/wizard/ReviewStep.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/wizard/ReviewStep.tsx:104:9","camera","SolvedView","button-component-call","Corrected","{""onClick"":""() => setAbMode('rectified')""}","null","[]","null","null","[""src/ui/camera/wizard/ReviewStep.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/wizard/ReviewStep.tsx:125:9","camera","SolvedView","button-component-call","Capture more poses","{""onClick"":""() => setStep('capture')""}","null","[]","null","null","[""src/ui/camera/wizard/ReviewStep.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/wizard/ReviewStep.tsx:128:9","camera","SolvedView","button-component-call","Apply calibration","{""onClick"":""apply""}","null","[]","null","null","[""src/ui/camera/wizard/ReviewStep.test.tsx""]","source-inventory-only","[]"
"src/ui/camera/wizard/SetupStep.tsx:67:9","camera","SetupStep","button-component-call","Start capturing","{""onClick"":""() => setStep('capture')""}","null","[]","null","null","[]","source-inventory-only","[]"
"src/ui/cnc-viewer3d/CncBitPreviewToast.tsx:102:7","cnc-viewer3d","CncBitPreviewToast","native-button","`Dismiss preview for ${tool.name}`","{""onClick"":""onDismiss""}","null","[]","Dismiss preview","null","[""src/ui/cnc-viewer3d/CncBitPreviewToast.test.tsx""]","source-inventory-only","[]"
"src/ui/cnc-viewer3d/Viewer3DToolbar.tsx:23:11","cnc-viewer3d","Viewer3DToolbar","native-button","{choice.label}","{""onClick"":""() => onModeChange(choice.mode)""}","null","[]","choice.hint","null","[""src/ui/cnc-viewer3d/Viewer3DToolbar.test.tsx""]","source-inventory-only","[]"
"src/ui/cnc-viewer3d/Viewer3DToolbar.tsx:49:7","cnc-viewer3d","Viewer3DToolbar","native-button","Save PNG","{""onClick"":""onSavePng""}","null","[]","Save the current 3D view as a PNG image.","null","[""src/ui/cnc-viewer3d/Viewer3DToolbar.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/AppMenuBar.tsx:80:7","commands","MenuFamily","disclosure","{familyLabel(props.family, props.machineKind)}","{""onClick"":""(event) => { event.preventDefault(); toggle(); }"",""onKeyDown"":""(event) => { if (event.key !== 'Enter' && event.key !== ' ') return; event.preventDefault(); toggle(); }""}","null","[]","controlHelp(familyHelpId)","familyHelpId","[""src/ui/commands/AppMenuBar.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/AppMenuBar.tsx:131:7","commands","MenuItem","native-button","{command.active === true ? '✓' : ''} {command.label} {command.shortcut !== undefined ? ( <span style={shortcutStyle}>{command.shortcut}</span> ) : null}","{""onClick"":""(event) => { if (command.id === 'help.tutorials') { // The menu row disappears before the tutorial captures its return target. event.currentTarget.closest('details')?.querySelector('summary')?.focus(); } if (runCommand(command)) props.onCommandRun(); }""}","!command.enabled","[]","controlHelp(commandHelp, command.disabledReason)","commandHelp","[""src/ui/commands/AppMenuBar.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/AppMenuBar.tsx:156:7","commands","MenuItem","button-component-call","","{}","null","[]","null","null","[""src/ui/commands/AppMenuBar.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:52:7","commands","ArrayDialog","semantic-control","Array type","{}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:53:9","commands","ArrayDialog","button-component-call","Grid","{""onClick"":""() => setMode('grid')""}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:54:9","commands","ArrayDialog","button-component-call","Point Rotation","{""onClick"":""() => setMode('point-rotation')""}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:59:9","commands","ArrayDialog","button-component-call","Circular","{""onClick"":""() => setMode('circular')""}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:82:9","commands","ArrayDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:83:9","commands","ArrayDialog","button-component-call","Create array","{}","null","[]","null","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialog.tsx:97:5","commands","ModeButton","native-button","{props.label}","{""onClick"":""props.onClick""}","null","[]","`Use ${props.label.toLowerCase()} array placement`","null","[""src/ui/commands/ArrayDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ArrayDialogFields.tsx:103:9","commands","CircularArrayFields","input-control","Rotate each copy to follow its position around the circle","{""onChange"":""(event) => props.setters.setRotateCopies(event.currentTarget.checked)""}","null","[]","Rotate each copy to follow its position around the circle","null","[]","source-inventory-only","[]"
"src/ui/commands/CloseOpenFillContoursDialog.tsx:68:9","commands","CloseOpenFillContoursDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/commands/CloseOpenFillContoursDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/CloseOpenFillContoursDialog.tsx:69:9","commands","CloseOpenFillContoursDialog","button-component-call","Apply Close","{}","!canApply","[]","null","null","[""src/ui/commands/CloseOpenFillContoursDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/CommandTutorialButton.tsx:13:5","commands","CommandTutorialButton","native-button","`Tutorial: ${props.command.label}`","{""onClick"":""(event) => { // A menu row unmounts on open. Give focus a stable return target first. event.currentTarget.closest('details')?.querySelector('summary')?.focus(); props.onOpen(); useTutorialStore.getState().openTutorial(id); }""}","null","[]","`Tutorial: ${props.command.label}`","null","[]","source-inventory-only","[]"
"src/ui/commands/NumericEditsBar.tsx:151:7","commands","SizeFields","native-button","Lock aspect ratio","{""onClick"":""() => model.setPreserveAspect((value) => !value)""}","!model.hasSelection","[]","Keep width and height proportional when resizing the selection.","null","[""src/ui/commands/NumericEditsBar.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ProjectNotesDialog.tsx:30:9","commands","ProjectNotesDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/commands/ProjectNotesDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/ProjectNotesDialog.tsx:33:9","commands","ProjectNotesDialog","button-component-call","Save Notes","{}","null","[]","null","null","[""src/ui/commands/ProjectNotesDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/QuickNestDialog.tsx:51:11","commands","QuickNestDialog","input-control","Allow parts to rotate by 90 degrees while nesting","{""onChange"":""(event) => setAllowRotation(event.currentTarget.checked)""}","null","[]","Allow parts to rotate by 90 degrees while nesting","null","[""src/ui/commands/QuickNestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/QuickNestDialog.tsx:61:9","commands","QuickNestDialog","button-component-call","Cancel","{""onClick"":""props.onCancel""}","null","[]","null","null","[""src/ui/commands/QuickNestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/QuickNestDialog.tsx:62:9","commands","QuickNestDialog","button-component-call","Nest selection","{}","null","[]","null","null","[""src/ui/commands/QuickNestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/QuickNestDialog.tsx:78:9","commands","NestingMethod","button-component-call","Outline","{""onClick"":""() => props.onChange('outline')""}","null","[]","Use closed vector outlines to compact concave parts and parts with holes.","null","[""src/ui/commands/QuickNestDialog.test.tsx""]","source-inventory-only","[]"
"src/ui/commands/QuickNestDialog.tsx:85:9","commands","NestingMethod","button-component-call","Fast","{""onClick"":""() => props.onChange('fast')""}","null","[]","Use fast rectangular bounds for large or mixed raster selections.","null","[""src/ui/commands/QuickNestDialog.test.tsx""]","source-inventory-only","[]"
